Text strings referenced in ntdll.text
Address    Disassembly                               Text string
77B11B6B   PUSH 77AB4214                             ASCII Hint index 0x%lx for procedure %s in DLL %s is invalid

77B11B72   PUSH 77AB4206                             ASCII LdrpSnapThunk
77B11B7C   PUSH 77AB3FEE                             ASCII dw7rtmminkernelntdllldrsnap.c
77B11BD0   PUSH 77AB41CE                             ASCII Ordinal 0x%lx could not be located in DLL %s

77B11BD7   PUSH 77AB4206                             ASCII LdrpSnapThunk
77B11BF1   PUSH 77AB419C                             ASCII Procedure %s could not be located in DLL %s

77B11BF8   PUSH 77AB4206                             ASCII LdrpSnapThunk
77B11C02   PUSH 77AB3FEE                             ASCII dw7rtmminkernelntdllldrsnap.c
77B11C24   MOV EAX,77AB41FE                          ASCII Unknown
77B11CEC   PUSH 77AB4266                             ASCII %s loaded DLL %wZ (new reference count 0x%lx)

77B11CF3   PUSH 77AB4250                             ASCII LdrpUpdateLoadCount2
77B11CFD   PUSH 77AB3FEE                             ASCII dw7rtmminkernelntdllldrsnap.c
77B11D3E   PUSH 77AB42BA                             ASCII LdrpFixupIATForRelocatedImport
77B11D7C   PUSH 77AB42E6                             ASCII DLL %wZ does not contain an export table

77B11D83   PUSH 77AB42DA                             ASCII LdrpSnapIAT
77B11D8D   PUSH 77AB3FEE                             ASCII dw7rtmminkernelntdllldrsnap.c
77B11DBC   PUSH 77AB42DA                             ASCII LdrpSnapIAT
77B11DEE   PUSH 77AB4492                             ASCII DLL %wZ is bound to %s

77B11E2D   PUSH 77AB443E                             ASCII Loading %ws from the bound import table of DLL %wZ failed with status 0x%08lx

77B11E60   PUSH 77AB43EE                             ASCII Recording a static link from DLL %wZ to DLL %wZ failed with status 0x%08lx

77B11E99   PUSH 77AB43C2                             ASCII DLL %wZ is bound via forwarders to %s

77B11F11   PUSH 77AB4368                             ASCII Recording a static forwarder link from DLL %wZ to DLL %wZ failed with status 0x%08lx

77B11F79   PUSH 77AB4312                             ASCII Snapping the invalid bindings from DLL %wZ to DLL %wZ failed with status 0x%08lx

77B11FE1   PUSH 77AB4572                             ASCII DLL %wZ imports %s

77B1201E   PUSH 77AB4524                             ASCII Loading %ws from the import table of DLL %wZ failed with status 0x%08lx

77B12068   PUSH 77AB43EE                             ASCII Recording a static link from DLL %wZ to DLL %wZ failed with status 0x%08lx

77B12094   PUSH 77AB44D6                             ASCII Snapping the imports from DLL %wZ to DLL %wZ failed with status 0x%08lx

77B120FA   PUSH 77AB4610                             ASCII Probing for the manifest of DLL %wZ failed with status 0x%08lx

77B12100   PUSH 77AB45F6                             ASCII LdrpProcessStaticImports
77B1210A   PUSH 77AB3FEE                             ASCII dw7rtmminkernelntdllldrsnap.c
77B12149   PUSH 77AB45B2                             ASCII Querying the active activation context failed with status 0x%08lx

77B1214F   PUSH 77AB45F6                             ASCII LdrpProcessStaticImports
77B12159   PUSH 77AB3FEE                             ASCII dw7rtmminkernelntdllldrsnap.c
77B12266   PUSH 77AB4702                             ASCII LdrpAllocateTlsEntry
77B12366   PUSH 77AB4718                             ASCII LdrpHandleTlsData
77B1255A   PUSH 77AB4900                             ASCII RTL Acquire Shared Sem Timeout %d(%I64u secs)

77B12569   PUSH 77AB48E0                             ASCII RTL Resource at %p

77B12586   PUSH 77AB48C0                             ASCII RTL Re-Waiting

77B12648   PUSH 77AB4930                             ASCII RTL Acquire Exclusive Sem Timeout %d (%I64u secs)

77B12657   PUSH 77AB48E0                             ASCII RTL Resource at %p

77B12674   PUSH 77AB48C0                             ASCII RTL Re-Waiting

77B127D9   PUSH 77AB4A90                             ASCII RTL Enter Critical Section Timeout (%I64u secs) %d

77B12809   PUSH 77AB4A40                             ASCII RTL Pid.Tid %x.%x, owner tid %x Critical Section %p - ContentionCount == %lu

77B12846   PUSH 77AB48C0                             ASCII RTL Re-Waiting

77B12A7A   PUSH 77AB4D50                             ASCII Initialization stack trace. Use dps to dump it if non-NULL.
77B12A8F   PUSH 77AB4D20                             ASCII Critical section debug info address
77B12A95   PUSH 77AB4D00                             ASCII Critical section address
77B12A9B   PUSH 77AB4CD0                             ASCII undeleted critical section in freed memory
77B12AFD   PUSH 77AB4D50                             ASCII Initialization stack trace. Use dps to dump it if non-NULL.
77B12B12   PUSH 77AB4C90                             ASCII Address of the debug info found in the active list.
77B12B18   PUSH 77AB4C50                             ASCII Invalid debug info address of this critical section
77B12B21   PUSH 77AB4D00                             ASCII Critical section address
77B12B2A   PUSH 77AB4C30                             ASCII corrupted critical section
77B12B46   PUSH 77AB4BE0                             ASCII Second initialization stack trace. Use dps to dump it if non-NULL.
77B12B5C   PUSH 77AB4B90                             ASCII First initialization stack trace. Use dps to dump it if non-NULL.
77B12B71   PUSH 77AB4C90                             ASCII Address of the debug info found in the active list.
77B12B77   PUSH 77AB4B70                             ASCII Critical section address.
77B12B80   PUSH 77AB4B30                             ASCII double initialized or corrupted critical section
77B12BA4   PUSH 77AB4D50                             ASCII Initialization stack trace. Use dps to dump it if non-NULL.
77B12BB9   PUSH 77AB4D20                             ASCII Critical section debug info address
77B12BBF   PUSH 77AB4D00                             ASCII Critical section address
77B12BC5   PUSH 77AB4B10                             ASCII Thread identifier
77B12BCB   PUSH 77AB4AD0                             ASCII Thread is in a state in which it cannot own a critical section
77B138C6   PUSH 77AB62D4                             UNICODE ASqmManifest_%x
77B13E0B   PUSH 77AB64AE                             ASCII This != NULL
77B13E15   PUSH 77AB6488                             ASCII dw7rtmminkernelntdllsxsisol.cpp
77B13E1A   PUSH 77AB646C                             ASCII Internal error check failed
77B13E2E   PUSH 77AB63FC                             ASCII (This-PrivateDynamicallyAllocatedString == NULL)  (This-PrivateDynamicallyAllocatedString-Buffer == NULL)
77B13E3A   PUSH 77AB63BE                             ASCII rUS.Length = This-PrivatePreallocatedString-MaximumLength
77B13E44   PUSH 77AB6488                             ASCII dw7rtmminkernelntdllsxsisol.cpp
77B13E49   PUSH 77AB646C                             ASCII Internal error check failed
77B13F26   PUSH 77AB656C                             ASCII sxsisol_SearchActCtxForDllName
77B13F37   PUSH 77AB652C                             ASCII [%x.%x] SXS %s - Relative redirection plus env var expansion.

77B13F60   PUSH 77AB64D8                             ASCII !(askd.Flags & ACTIVATION_CONTEXT_SECTION_KEYED_DATA_FLAG_FOUND_IN_SYSTEM_DEFAULT)
77B140C2   PUSH 77AB64BC                             ASCII Status != STATUS_NOT_FOUND
77B140CC   PUSH 77AB6488                             ASCII dw7rtmminkernelntdllsxsisol.cpp
77B140D1   PUSH 77AB646C                             ASCII Internal error check failed
77B14292   PUSH 77AB658C                             ASCII Status != STATUS_SXS_SECTION_NOT_FOUND
77B1429C   PUSH 77AB6488                             ASCII dw7rtmminkernelntdllsxsisol.cpp
77B142A1   PUSH 77AB646C                             ASCII Internal error check failed
77B142CF   PUSH 77AB675C                             ASCII SXS Activation context data at %p has TOC header too small (%lu)

77B142E6   PUSH 77AB6682                             ASCII SXS Activation context data at %p has assembly roster header too small (%lu)

77B142FD   PUSH 77AB67D4                             ASCII RtlCreateActivationContext
77B14302   PUSH 77AB67A0                             ASCII SXS %s() passed the empty activation context data

77B144F8   PUSH 77AB689A                             ASCII RtlDeactivateActivationContext
77B144FD   PUSH 77AB686C                             ASCII SXS %s() called with invalid flags 0x%08lx

77B14519   PUSH 77AB689A                             ASCII RtlDeactivateActivationContext
77B1451E   PUSH 77AB6836                             ASCII SXS %s() called with invalid cookie type 0x%08I64x

77B1453A   PUSH 77AB689A                             ASCII RtlDeactivateActivationContext
77B1453F   PUSH 77AB67F0                             ASCII SXS %s() called with invalid cookie tid 0x%08I64x - should be %08lx

77B146AE   PUSH 77AB68FE                             ASCII RtlDeactivateActivationContextUnsafeFast
77B146B3   PUSH 77AB68BA                             ASCII SXS %s() Active frame is not the frame being deactivated %p != %p

77B147D2   PUSH 77AB6A00                             ASCII RtlpFindActivationContextSection_CheckParameters
77B147D7   PUSH 77AB699A                             ASCII SXS %s() flags contains return_flags but they don't fit in size, return invalid_parameter 0x%08lx.

77B147E4   PUSH 77AB6A00                             ASCII RtlpFindActivationContextSection_CheckParameters
77B147E9   PUSH 77AB6928                             ASCII SXS %s() flags contains return_assembly_metadata but they don't fit in size, return invalid_parameter 0x%08lx.

77B1484B   PUSH 77AB6AF0                             ASCII RtlpFindUnicodeStringInSection Unsupported hash algorithm %lu found in string section.

77B1486E   PUSH 77AB6AAA                             ASCII SXS String hash collision chain offset at %p (= %ld) out of bounds

77B1488B   PUSH 77AB6A32                             ASCII SXS String hash table entry at %p has invalid key offset (= %ld)
   Header = %p; Index = %lu; Bucket = %p; Chain = %p

77B14A19   PUSH 77AB6D92                             ASCII SXSRTL Extended TOC offset (%ld) is outside bounds of activation context data (%lu bytes)

77B14A52   PUSH 77AB6CFE                             ASCII SXSRTL Extended TOC entry array (starting at offset %ld; count = %lu; entry size = %u) is outside bounds of activation context data (%lu bytes)

77B14AC5   PUSH 77AB6C8A                             ASCII SXSRTL Extended TOC section TOC %d (offset %ld, size %u) is outside activation context data bounds (%lu bytes)

77B14AD5   PUSH 77AB6C0A                             ASCII SXSRTL TOC entry array (offset %ld; count = %lu; entry size = %u) is outside bounds of activation context data (%lu bytes)

77B14B28   PUSH 77AB6BA0                             ASCII SXSRTL Section found (offset %ld; length %lu) extends past end of activation context data (%lu bytes)

77B14B34   PUSH 77AB6B4A                             ASCII SXSRTL Activation context data at %p too small; TotalSize = %lu; HeaderSize = %lu

77B14C68   PUSH 77AB6DF0                             ASCII RtlFindActivationContextSectionString() found section at %p (length %lu) which is not a string section

77B14CA1   PUSH 77AB6E58                             ASCII RtlFindActivationContextSectionGuid() found section at %p (length %lu) which is not a GUID section

77B14D59   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14D5E   PUSH 77AB730C                             ASCII SXS %s() passed string section at %p only %lu bytes long; that's not even enough for the 4-byte magic and 4-byte header length!

77B14D67   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14D6C   PUSH 77AB72AE                             ASCII SXS %s() found assembly information section with wrong magic value
   Expected %lu; got %lu

77B14D88   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14D8D   PUSH 77AB7238                             ASCII SXS %s() passed string section at %p claims %lu byte header size; that doesn't even include the HeaderSize member!

77B14DAB   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14DB0   PUSH 77AB71D2                             ASCII SXS %s() passed string section at %p with too small of a header
   HeaderSize %lu
   Required %lu

77B14DBA   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14DBF   PUSH 77AB7132                             ASCII SXS %s() found assembly information section with element list overlapping section header
   Section header %p
   Header Size %lu
   ElementListOffset %lu

77B14DC9   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14DCE   PUSH 77AB708A                             ASCII SXS %s() found assembly information section with search structure overlapping section header
   Section header %p
   Header Size %lu
   SearchStructureOffset %lu

77B14DD8   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14DDD   PUSH 77AB6FEE                             ASCII SXS %s() found assembly information section with user data overlapping section header
   Section header %p
   Header Size %lu
   User Data Offset %lu

77B14DE8   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14DED   PUSH 77AB6F6E                             ASCII SXS %s() found assembly information section with user data too small
   Section header %p
   UserDataSize %lu; needed %lu

77B14E05   PUSH 77AB738E                             ASCII RtlpCrackActivationContextStringSectionHeader
77B14E0A   PUSH 77AB6EBC                             ASCII SXS %s() found assembly information section with user data extending beyond section data
   Section header %p
   UserDataSize %lu
   UserDataOffset %lu
   Section size %lu

77B14E8A   PUSH 77AB73F8                             ASCII RtlpQueryInformationActivationContextBasicInformation
77B14E8F   PUSH 77AB73BC                             ASCII SXS %s() received invalid non-zero sub-instance index %lu

77B14EC3   PUSH 77AB7484                             ASCII RtlpQueryInformationActivationContextDetailedInformation
77B14EC8   PUSH 77AB73BC                             ASCII SXS %s() received invalid non-zero sub-instance index %lu

77B14EFD   PUSH 77AB7484                             ASCII RtlpQueryInformationActivationContextDetailedInformation
77B14F02   PUSH 77AB742E                             ASCII SXS %s() found activation context data at %p with assembly roster that has no root

77B14F1F   PUSH 77AB7522                             ASCII RtlpQueryAssemblyInformationActivationContextDetailedInformation
77B14F24   PUSH 77AB74BE                             ASCII SXS %s() received invalid sub-instance index %lu out of %lu Assemblies in the Acitvation Context

77B14F84   PUSH 77AB762C                             ASCII RtlpQueryRunLevel
77B14F89   PUSH 77AB742E                             ASCII SXS %s() found activation context data at %p with assembly roster that has no root

77B14F91   PUSH 77AB762C                             ASCII RtlpQueryRunLevel
77B14F96   PUSH 77AB75EA                             ASCII SXS %s() found activation context data at %p with wrong format

77B14FB5   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B14FBA   PUSH 77AB7936                             ASCII SXS %s() - Caller passed invalid flags (0x%08lx)

77B14FD8   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B14FDD   PUSH 77AB78E4                             ASCII SXS %s() - Caller passed meaningless flagsclass combination (0x%08lx0x%08lx)

77B14FFB   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B15000   PUSH 77AB78A8                             ASCII SXS %s() - caller asked for unknown information class %lu

77B1501C   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B15021   PUSH 77AB785E                             ASCII SXS %s() - caller passed nonzero buffer length but NULL buffer pointer

77B1503D   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B15042   PUSH 77AB7800                             ASCII SXS %s() - caller supplied no buffer to populate and no place to return required byte count

77B1505E   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B15063   PUSH 77AB77A6                             ASCII SXS %s() - Caller asked to use activation context from address in .dll but passed NULL

77B15078   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B1507D   PUSH 77AB7764                             ASCII SXS %s() - Caller passed invalid address, not in any .dll (%p)

77B15099   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B1509E   PUSH 77AB7712                             ASCII SXS %s() - Caller asked to use activation context from hmodule but passed NULL

77B150A6   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B150AB   PUSH 77AB76E2                             ASCII SXS %s() - Caller passed invalid hmodule (%p)

77B150B5   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B150BA   PUSH 77AB7698                             ASCII SXS %s() - caller asked to use active activation context but passed %p

77B150F5   PUSH 77AB796A                             ASCII RtlQueryInformationActivationContext
77B150FA   PUSH 77AB763E                             ASCII SXS %s() - internal coding error; missing switch statement branch for InfoClass == %lu

77B1519F   PUSH 77AB7990                             ASCII RtlpLocateActivationContextSection() found section at %p (length %lu) which is not a string section

77B1525C   PUSH 77AB7BD6                             ASCII SXS Unable to enumerate assembly storage subkey #%lu Status = 0x%08lx

77B152C1   PUSH 77AB7B86                             ASCII SXS Attempt to get storage location from subkey %wZ failed; Status = 0x%08lx

77B152F2   PUSH 77AB7B4E                             ASCII SXS Unable to open registry key %wZ Status = 0x%08lx

77B15369   PUSH 77AB7C82                             ASCII RtlpInitializeAssemblyStorageMap
77B1536E   PUSH 77AB7C30                             ASCII SXS %s() bad parameters
SXS    Map         0x%lx
SXS    EntryCount  0x%lx

77B153DE   PUSH 77AB7DB4                             ASCII RtlpInsertAssemblyStorageMapEntry
77B153E3   PUSH 77AB7CA4                             ASCII SXS %s() bad parameters
SXS  Map                     %p
SXS  AssemblyRosterIndex     0x%lx
SXS  Map-AssemblyCount      0x%lx
SXS  StorageLocation         %p
SXS  StorageLocation-Length 0x%x
SXS  StorageLocation-Buffer %p
...
77B1542F   PUSH 77AB7FE0                             ASCII SXS Assembly storage resolution failing probe because combined path length does not fit in an UNICODE_STRING.

77B15463   PUSH 77AB7F82                             ASCII SXS Assembly storage resolution failing probe because attempt to allocate %u bytes failed.

77B15490   PUSH 77AB7F40                             ASCII SXS Attempt to translate DOS path name %S to NT format failed

77B15516   PUSH 77AB7EEE                             ASCII SXS Unable to open assembly directory under storage root %S; Status = 0x%08lx

77B155A3   PUSH 77AB7EC6                             ASCII RtlpProbeAssemblyStorageRootForAssembly
77B155A8   PUSH 77AB7DD6                             ASCII SXS %s() bad parameters
SXS  Flags               0x%lx
SXS  Root                %p
SXS  AssemblyDirectory   %p
SXS  PreAllocatedString  %p
SXS  DynamicString       %p
SXS  StringUsed          %p
SXS  OpenDirectoryHandle %p...
77B155E4   PUSH 77AB8126                             ASCII RtlpGetActivationContextDataStorageMapAndRosterHeader
77B155E9   PUSH 77AB80F6                             ASCII SXS %s() passed the empty activation context

77B156AD   PUSH 77AB8126                             ASCII RtlpGetActivationContextDataStorageMapAndRosterHeader
77B156B2   PUSH 77AB8050                             ASCII SXS %s() bad parameters
SXS    Flags                 0x%lx
SXS    Peb                   %p
SXS    ActivationContextData %p
SXS    AssemblyStorageMap    %p

77B156E0   PUSH 77AB83FC                             ASCII SXS Assembly directory name stored in assembly information too long (%lu bytes) - ACTIVATION_CONTEXT_DATA at %p

77B15757   PUSH 77AB7F40                             ASCII SXS Attempt to translate DOS path name %S to NT format failed

77B157B9   PUSH 77AB83A4                             ASCII SXS Attempt to probe known root of assembly storage (%wZ) failed; Status = 0x%08lx

77B157F0   PUSH 77AB8326                             ASCII SXS Attempt to insert well known storage root into assembly storage map assembly roster index %lu failed; Status = 0x%08lx

77B15841   PUSH 77AB82D8                             ASCII SXS Unable to resolve storage root for assembly directory %wZ in %Iu tries

77B15874   PUSH 77AB826E                             ASCII SXS Attempt to probe assembly storage root %wZ for assembly directory %wZ failed with status = 0x%08lx

77B158AA   PUSH 77AB7EEE                             ASCII SXS Unable to open assembly directory under storage root %S; Status = 0x%08lx

77B158C0   PUSH 77AB821C                             ASCII SXS Storage resolution failed to insert entry to storage map; Status = 0x%08lx

77B158DB   PUSH 77AB81F8                             ASCII RtlpResolveAssemblyStorageMapEntry
77B158E0   PUSH 77AB815C                             ASCII SXS %s() bad parameters
SXS   Map                 %p
SXS   Data                %p
SXS   AssemblyRosterIndex 0x%lx
SXS   Map-AssemblyCount  0x%lx

77B1591B   PUSH 77AB864E                             ASCII RtlGetAssemblyStorageRoot
77B15920   PUSH 77AB80F6                             ASCII SXS %s() passed the empty activation context

77B1593B   PUSH 77AB85CA                             ASCII SXS RtlGetAssemblyStorageRoot() unable to get activation context data, storage map and assembly roster header.  Status = 0x%08lx

77B15944   PUSH 77AB864E                             ASCII RtlGetAssemblyStorageRoot
77B15949   PUSH 77AB856A                             ASCII SXS %s() bad parameters AssemblyRosterIndex 0x%lx = AssemblyRosterHeader-EntryCount 0x%lx

77B1595C   PUSH 77AB8510                             ASCII SXS RtlGetAssemblyStorageRoot() unable to resolve storage map entry.  Status = 0x%08lx

77B15977   PUSH 77AB864E                             ASCII RtlGetAssemblyStorageRoot
77B1597C   PUSH 77AB846E                             ASCII SXS %s() bad parameters
SXS    Flags               0x%lx
SXS    AssemblyRosterIndex 0x%lx
SXS    AssemblyStorageRoot %p
SXS    Callback            %p

77B16099   MOV DWORD PTR SS[EBP-4],60000            ASCII Actx 
77B16841   PUSH 77AB86EC                             ASCII LdrpLoadResourceFromAlternativeModule
77B16846   PUSH 77AB86BC                             ASCII 'LDR %s(), invalid image format of MUI file 

77B16F80   PUSH 77AB8892                             UNICODE 
77B17077   PUSH 77AB8874                             UNICODE FilterFullPath
77B17F99   PUSH 77AB8E12                             UNICODE 0x
77B19465   PUSH 77AB8E22                             UNICODE #%u
77B1963D   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1964A   PUSH 77AB8E68                             ASCII HEAP 
77B19655   PUSH 77AB8E7C                             ASCII ((PHEAP_ENTRY)LastKnownEntry = Entry)
77B19699   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B196A6   PUSH 77AB8E68                             ASCII HEAP 
77B196B1   PUSH 77AB8EA4                             ASCII (UCRBlock-Size = Size)
77B198F0   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B198FD   PUSH 77AB8E68                             ASCII HEAP 
77B19910   PUSH 77AB8FB0                             ASCII RtlpHeapFreeVirtualMemory failed %lx for heap %p (base %p, size %x)

77B199D7   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B199E4   PUSH 77AB8E68                             ASCII HEAP 
77B199F7   PUSH 77AB8FF6                             ASCII ZwAllocateVirtualMemory failed %lx for heap %p (base %p, size %p)

77B19A82   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B19A8F   PUSH 77AB8E68                             ASCII HEAP 
77B19A9A   PUSH 77AB903A                             ASCII (HeapHandle != NULL)
77B19D8B   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B19D98   PUSH 77AB8E68                             ASCII HEAP 
77B19DA3   PUSH 77AB9096                             ASCII (UCRBlock != NULL)
77B19DF7   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B19E8D   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B19E9A   PUSH 77AB8E68                             ASCII HEAP 
77B19EA5   PUSH 77AB907A                             ASCII ((LONG)FreeEntry-Size  1)
77B19F99   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B19FA6   PUSH 77AB8E68                             ASCII HEAP 
77B19FB1   PUSH 77AB9060                             ASCII (LONG)FreeEntry-Size  1
77B1A051   PUSH 77AB8E68                             ASCII HEAP 
77B1A05C   PUSH 77AB9050                             ASCII (!TrailingUCR)
77B1A23C   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1A249   PUSH 77AB8E68                             ASCII HEAP 
77B1A25D   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1A2EF   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1A2FC   PUSH 77AB8E68                             ASCII HEAP 
77B1A310   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1A517   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1A524   PUSH 77AB8E68                             ASCII HEAP 
77B1A538   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1A5C9   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1A5D6   PUSH 77AB8E68                             ASCII HEAP 
77B1A5EA   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1A762   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1A76F   PUSH 77AB8E68                             ASCII HEAP 
77B1A783   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1AF8C   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1AF99   PUSH 77AB8E68                             ASCII HEAP 
77B1AFB0   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1C490   PUSH 77AB91A0                             ASCII RtlQueryRegistryValues Miscomputed buffer size at line %d

77B1C589   PUSH 77AB91A0                             ASCII RtlQueryRegistryValues Miscomputed buffer size at line %d

77B1C5D6   MOV DWORD PTR SS[EBP-6C],77B2E628        UNICODE TimeZoneKeyName
77B1C5E0   MOV DWORD PTR SS[EBP-50],77B2E648        UNICODE DynamicDaylightTimeDisabled
77B1D120   PUSH 77AB9618                             ASCII  ASSERT FAILED Input parameter LanguagesBuffer for function RtlSetThreadPreferredUILanguages is not a valid multi-string!

77B1D4FF   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1D50C   PUSH 77AB8E68                             ASCII HEAP 
77B1D518   PUSH 77AB98C4                             ASCII Invalid heap signature for heap at %x
77B1D52D   PUSH 77AB98B4                             ASCII , passed to %s
77B1D6A7   PUSH 77AB9904                             UNICODE GlobalTags
77B1D924   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1D931   PUSH 77AB8E68                             ASCII HEAP 
77B1D945   PUSH 77AB8E2A                             ASCII HEAP Free Heap block %lx modified at %lx after it was freed

77B1DEFA   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B1DF07   PUSH 77AB8E68                             ASCII HEAP 
77B1DF1B   PUSH 77AB992A                             ASCII Unable to release memory at %p for %p bytes - Status == %x

77B1EAC6   MOV EBX,77AB8E70                          ASCII HEAP[%wZ] 
77B1EAEC   PUSH 77AB8E68                             ASCII HEAP 
77B1EAF7   PUSH 77AB9B42                             ASCII Inspecting leaks at process shutdown ...

77B1EB7D   PUSH 77AB8E68                             ASCII HEAP 
77B1EB8E   PUSH 77AB9B2C                             ASCII %ld leaks detected.

77B1EBC7   PUSH 77AB8E68                             ASCII HEAP 
77B1EBD2   PUSH 77AB9B18                             ASCII No leaks detected.

77B1EC36   MOV ECX,77AB9BAC                          ASCII ffff
77B1EC52   PUSH 77AB9C42                             UNICODE %hs%u.%u.%u.%u
77B1EC9B   PUSH 77AB9C18                             UNICODE ffff0%u.%u.%u.%u
77B1ECDF   PUSH 77AB9BEE                             UNICODE %u.%u.%u.%u
77B1ED32   PUSH 77AB9C64                             UNICODE ]%u
77B1ED69   PUSH 77AB9C94                             UNICODE %u
77B1F7E0   MOV ECX,77AB9CF6                          UNICODE %s
77B1F824   PUSH 77AB9CE4                             UNICODE %%%u!%s!
77B1F867   PUSH 77AB9CDE                             UNICODE hc
77B1F890   PUSH 77AB9CD8                             UNICODE hs
77B1FB74   PUSH 77AB9D60                             ASCII RTL RtlNtStatusToDosError(0x%lx) No Valid Win32 Error Mapping

77B1FB7E   PUSH 77AB9D2C                             ASCII RTL Edit ntosrtlgenerr.c to correct the problem

77B1FB88   PUSH 77AB9CFC                             ASCII RTL ERROR_MR_MID_NOT_FOUND is being returned

77B1FCD0   PUSH 77AB9EC4                             UNICODE en
77B1FCE5   PUSH 77AB9EB8                             UNICODE en-US
77B1FD9F   MOV EBX,77B1FDE0                          UNICODE en-US
77B1FDA4   PUSH 77AB9EC4                             UNICODE en
77B1FDB5   MOV EBX,77B1FDE0                          UNICODE en-US
77B20000   PUSH 77AB9F12                             UNICODE RegistryMachineSystemCurrentControlSetControlProductOptions
77B20015   PUSH 77AB9EFA                             UNICODE ProductType
77B200C3   PUSH 77AB9EEE                             UNICODE WinNt
77B200D1   PUSH 77AB9EDC                             UNICODE LanmanNt
77B200DF   PUSH 77AB9ECA                             UNICODE ServerNt
77B22768   MOV EAX,77AB9484                          UNICODE PreferredUILanguagesPending
77B227C2   PUSH 77ABAA70                             ASCII  RtlpMuiRegLoadLicInformation failed with status %x
77B22950   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B2299A   PUSH 77AB8E68                             ASCII HEAP 
77B229AD   PUSH 77ABB51E                             ASCII Invalid address specified to %s( %p, %p )

77B22BCE   PUSH 77ABB958                             ASCII Enabling heap debug options

77B22FA9   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B22FB6   PUSH 77AB8E68                             ASCII HEAP 
77B22FC1   PUSH 77ABB976                             ASCII RtlpGetBitState(LookupTable, (ULONG)(LookupIndex - LookupTable-BaseIndex))
77B23027   PUSH 77AB8E70                             ASCII HEAP[%wZ] 
77B23034   PUSH 77AB8E68                             ASCII HEAP 
77B2303F   PUSH 77ABB9C2                             ASCII (ROUND_UP_TO_POWER2(Size, PAGE_SIZE) == Size)
77B244B4   MOV EDI,77AF49EC                          ASCII TppAlpcpExecuteCallback
77B244B9   PUSH 77B24674                             ASCII Instance = %p, Alpc = %p

77B244F8   PUSH 77B24648                             ASCII Unable to reference Alpc %p's dll at %p

